No_,"Manufacturer ID",Description,Price,"Retail Price Incl_ GST",AvailableQty,Rocklea,Sydney,"Net Weight","Brand Code","Product Group Code","Minor Category 1","Minor Category 2","Vendor Name","Vendor URL","Item URL",Warranty,Dimension,"Item Description",Image
II30017,CA-1J1-00S1WN-00,"THM CAS VERSA-H17-WINDOW",52.50,69,8,0,8,4.2,THM,CAS,MID-TOWER,GAMING,Thermaltake,http://www.thermaltake.com.au/,http://www.thermaltake.com/products-model.aspx?id=C_00003146,"2 Year","45 x 27 x 49","Thermaltake CA-1J1-00S1WN-00, Versa H17 Window, Micro-ATX Case, Drive Bays: 2x3.5"", 2x2.5"", Expansion Slot: 4, Motherboard Support: Mini-ITX/Micro-ATX, Pre-Installed Fan: 1x120mm, Black, 2 Year Warranty",https://images.auscomp.au//uploads/icecatimages/39695626/39695626_3412493693.jpg
II09274,AUSC00030,"GNR ACC 5.25-TO-3.5-FRAME",3.50,9,20+,20+,0,0.075,GNR,CAA,#,#,,,,,"15 x 11 x 3","Plastic frame for mounting 3.5"" Hard drive only in 5.25"" bay (no front bezel)",https://images.auscomp.au/uploads/images/II09274/full/GNR-ACC-525-TO-35-FRAME.jpg
II23274,CSR-4U-LEG,"ANT ACC 4U22ATX-CHASIS-KIT",8.00,11.44,1,1,0,0.16,ANT,CAA,#,#,Antec,www.antec.com,,"6 Month",,"Antec CSR-4U-LEG, 4U22ATX Rackmount Chassis kit for VERTICAL setup. 4 legs, 4 bracket, 8 screws / Kit, 6 Months",https://images.auscomp.au/uploads/images/II23274/full/1668585195.jpg
II25290,AC-023-AN1NAN-A1,"THM ACC FP-10-PORT-CMDR-FANHUB",22.00,25,4,4,0,0.9,THM,CAA,#,#,Thermaltake,www.thermaltake.com.au,http://www.thermaltake.com.au/products-model_Specification.aspx?id=C_00002702,"1 Year",,"Thermaltake AC-023-AN1NAN-A1, Commander FP – 10 Port Hub for PWM Fans, Support up to 10 Independent Fans, Convenient SATA Power Input, High Quality Symmetrical Design, Neat Cable Management with included beaded cable ties and hook-and-loop, 3-Pin* or 4-Pin; SATA, 1 Year",https://images.auscomp.au//uploads/icecatimages/29891923/29891923_4913.jpg
II01377,MAN-ID-USB-PS2-ADPTS,"GNR ACC USB-PS2-ADAPTER",2.00,6,100+,100+,0,0.038,GNR,CNV,CNV-USB,USB,,,,,,"GNR MAN-ID-USB-PS2-ADPTS, USB to PS2 Adapter Adapter for converting USB keyboard to PS2 port on desktop or notebooks. Compatible with all desktops.",https://images.auscomp.au/uploads/images/II01377/full/GNR-ACC-USB-PS2-ADAPTER.jpg
II10121,PCT-MSV4D,"GNR ACC DVI-SPLITTER-X4",62.00,76,1,1,0,0.038,GNR,CNV,CNV-VIDEO,#,,,,,"21 x 10 x 12","Generic PCT-MSV4D, 4Port DVI Splitter",https://images.auscomp.au/uploads/images/II10121/full/GNR-ACC-DVI-SPLITTER-X4.jpg
II12287,GC-4047,"GNR ACC DB25F-DB9M-GC-4047",4.80,16,3,3,0,0.038,GNR,CNV,CNV-LAN,#,,,,,"12 x 8 x 2","Generic D-SUB DB25F - DB9M Adaptor",https://images.auscomp.au/uploads/images/II12287/full/GNR-ACC-DB25F-DB9M-GC-4047.jpg
II13617,PCT-MSV2D,"GNR ACC DVI-SPLIT-PCT-MSV2D",52.00,64,2,2,0,0.038,GNR,CNV,CNV-VIDEO,VIDEO,,,,,"23 x 10 x 13","PCT MSV2D 2 port 200MHz DVI Splitter, 1 x pc to 2 x DVI monitor, bandwidth -3db 200mhz , metal case, max. resolution 1600 x 1200.",https://images.auscomp.au/uploads/images/II13617/full/GNR-ACC-DVI-SPLIT-PCT-MSV2D.jpg
II15929,FH973AA,"HPL ACC DISPLAYPORT-DVI-D-ADPT-FH973AA",5.00,35,100+,100+,0,0.038,HPL,CNV,CNV-VIDEO,#,Hewlett-Packard,www.hp.com,,,"19 x 14 x 4","HP FH973AA, Display Port To DVI-D Adapter, 1 Year Warranty",https://images.auscomp.au//uploads/icecatimages/1638117/1638117_9561268955.jpg
II20431,RC-DPHDMI-2,"8WR CAB DISPLAYPORT-HDMI-2M",16.00,39,6,6,0,0.2,8WR,CAB,CNV-VIDEO,#,8Ware,www.8ware.com.au,,"1 Year",,"8ware RC-DPHDMI-2 DisplayPort to HDMI Cable - 2m, 1 Year Warranty",https://images.auscomp.au/uploads/images/II20431/full/8WR-CAB-DISPLAYPORT-HDMI-2M.jpg
II20432,RC-DPDVI-2,"8WR CAB DISPLAYPORT-DVI-2M",9.90,36,14,14,0,0.3,8WR,CAB,CNV-VIDEO,#,8Ware,www.8ware.com.au,,,,"8ware RC-DPDVI-2, DisplayPort to DVI Male Cable, 2m, 1 Year Warranty",https://images.auscomp.au/uploads/images/II20432/full/8WR-CAB-DISPLAYPORT-DVI-2M.jpg
II22433,VL-RJ45,"VOL CNV USB3.0-RJ45-ADAPTER",16.50,19,7,7,0,0.038,VOL,CNV,CNV-LAN,#,Volans,www.volans.com.au,http://www.volans.com.au/product/vl-rj45/,"1 Year","20 x 13 x 1","Volans VL-RJ45 Aluminium USB 3.0 to Gigabit Ethernet Network Adapter, 1 Year Warranty",https://images.auscomp.au/uploads/images/II22433/full/VOL-CNV-USB30-RJ45-ADAPTER.jpg
II23230,VL-UA01,"VOL CNV USB3.0-3.5MMAUDIO-ADAPTER",11.50,15,11,10,0,0.038,VOL,CNV,CNV-USB,#,Volans,www.volans.com.au,http://www.volans.com.au/product/vl-ua01/,"1 Year","9 x 10 x 3","Volans VL-UA01, USB 3.0 Audio Adapter, USB3.0 to 3.5mm Stereo Jack Headset Audio Adapter, Compatible with Windows/Mac/PS3 &amp; PS4, 1 Year",https://images.auscomp.au/uploads/images/II23230/full/VOL-CNV-USB30-35MMAUDIO-ADAPTER.jpeg
II23340,GC-MDPDVI,"8WR ACC MINI-DISPLAYPORT-DVI-0.2M",10.00,34,1,1,0,0.038,8WR,CNV,CNV-VIDEO,#,8Ware,www.8ware.com.au,,,,"8ware GC-MDPDVI, Mini Display Port to DVI Cable, 0.2m, 1 Year Warranty",https://images.auscomp.au/uploads/images/II23340/full/8WR-ACC-MINI-DISPLAYPORT-DVI-02M.jpg
II23532,GC-DPDVI,"8WR CAB DISPLAY-TO-DVI ADAPTER",2.00,6,4,4,0,0.038,8WR,CNV,CNV-VIDEO,#,8Ware,www.8ware.com.au,,,,"8ware GC-DPDVI, Display Port to DVI Adapter, 1 Year Warranty",https://images.auscomp.au/uploads/images/II23532/full/8WR-CAB-DISPLAY-TO-DVI-ADAPTER.jpg
II23533,CVT-HDMIVGA,"8WR CAB HDMI-VGA-CONVERTER",14.70,39,15,15,0,0.038,8WR,CNV,CNV-VIDEO,#,8Ware,www.8ware.com.au,,,"20 x 10 x 4","8ware CVT-HDMIVGA, HDMI to VGA Converter without Power Adapter, 1 Year Warranty",https://images.auscomp.au/uploads/images/II23533/full/8WR-CAB-HDMI-VGA-CONVERTER.jpg
II23581,VL-MDPD,"VOL CNV MINI-DISPLAYPORT-M-DVI-F",7.00,15,14,14,0,0.038,VOL,CNV,CNV-VIDEO,#,Volans,www.volans.com.au,http://www.volans.com.au/product/vl-mdpd/,"1 Year","20 x 13 x 2","Volans VL-MDPD, Mini DisplayPort to DVI Male to Female Converter, Black, Support VGA, SVGA, XGA, SXGA and UXGA, 1 Year",https://images.auscomp.au/uploads/images/II23581/full/VOL-CNV-MINI-DISPLAYPORT-M-DVI-F.jpg
II23771,GC-DPHDMI,"8WR ACC DISPLAYPORT-HDMI-ADAPTER",10.30,34,4,4,0,0.1,8WR,CNV,CNV-VIDEO,#,8Ware,www.8ware.com.au,,,,"8ware GC-DPHDMI, Display Port to HDMI Adapter, 1 Year Warranty",https://images.auscomp.au/uploads/images/II23771/full/8WR-ACC-DISPLAYPORT-HDMI-ADAPTER.jpg
II24190,VL-AMDPD,"VOL CNV MINI-DISPLAYPORT-M-DVI-4K-F",18.50,29,1,1,0,0.075,VOL,CNV,CNV-VIDEO,#,Volans,www.volans.com.au,http://www.volans.com.au/product/vl-amdpd/,"1 Year","14 x 16 x 3","Volans VL-AMDPD, ACTIVE Mini DisplayPort to DVI Male to Female Converter (V 1.2) with 4K Support (AMDPD)",https://images.auscomp.au/uploads/images/II24190/full/VOL-CNV-MINI-DISPLAYPORT-M-DVI-4K-F.jpg
II24762,GC-HDMIDVI,"8WR ACC HDMI-F-DVI-D-M-ADAPTER",4.00,12,9,9,0,0.1,8WR,CNV,CNV-VIDEO,#,8Ware,www.8ware.com.au,,,,"8ware GC-HDMIDVI, HDMI Female to DVI-D Male Adaptor, 1 Year Warranty",https://images.auscomp.au/uploads/images/II24762/full/8WR-ACC-HDMI-F-DVI-D-M-ADAPTER.jpg
II25319,VL-DPVG,"VOL CNV DISPLAYPORT-M-VGA-F",11.50,15,20+,9,12,0.038,VOL,CNV,CNV-VIDEO,#,Volans,www.volans.com.au,http://www.volans.com.au/product/vl-dpvg/,"1 Year","19 x 13 x 2","Volans VL-DPVG, DisplayPort to VGA Male to Female Converter, Support VGA, SVGA, XGA, SXGA and UXGA at 162 MHz pixel rate, 1 Year Wty",https://images.auscomp.au/uploads/images/II25319/full/VOL-CNV-DISPLAYPORT-M-VGA-F.jpg
II25321,VL-MDPV,"VOL CNV MINI-DISPLAYPORT-M-VGA-F",5.50,19,20+,20+,0,0.038,VOL,CNV,CNV-VIDEO,#,Volans,www.volans.com.au,http://www.volans.com.au/product/vl-mdpv/,"1 Year","20 x 13 x 2","Volans VL-MDPV, Mini DisplayPort to VGA Male to Female Converter, Support VGA, SVGA, XGA, SXGA and UXGA at 162 MHz pixel rate, 1 Year",https://images.auscomp.au/uploads/images/II25321/full/VOL-CNV-MINI-DISPLAYPORT-M-VGA-F.jpg
II26807,F7W96AA,"HPL ACC DISPLAYPORT-DVI-SL-ADAPTER-F7W96AA",2.00,25,8,8,0,0.8,HPL,CNV,CNV-VIDEO,#,Hewlett-Packard,www.hp.com,http://h20386.www2.hp.com/AustraliaStore/Merch/Product.aspx?id=F7W96AA&opt=&sel=ACC&jumpid=reg_r1002_auen_b-002_title_r0001,"1 Year","30 x 20 x 2","HP F7W96AA, Display Port To DVI-D (SL) Adapter, 1 Year Warranty",https://images.auscomp.au//uploads/icecatimages/21991922/21991922_0697140504.jpg
II27295,VL-RJ45-C,"VOL CNV USB-C-RJ45-ADAPTER",15.00,19,19,19,0,0.038,VOL,CNV,CNV-LAN,#,Volans,www.volans.com.au,http://www.volans.com.au/product/vl-rj45-c/,"1 Year","11 x 18 x 3","Volans VL-RJ45-C, Aluminium USB-C to RJ45 Gigabit Ethernet Adapter, IEEE 802.3.3.802.3U and 802.3ab Compatible, 1 Year",https://images.auscomp.au/uploads/images/II27295/full/VOL-CNV-USB-C-RJ45-ADAPTER.jpg
II27378,GC-MDPDHV,"8WR CAB DISPLAY-TO-HDMI-ADAPTER",5.50,36,4,4,0,0.1,8WR,CNV,CNV-VIDEO,#,8Ware,www.8ware.com.au,,,,"8ware GC-MDPDHV, Mini DisplayPort to DVI/HDMI/VGA Adapter, 1 Year warranty",https://images.auscomp.au/uploads/images/II27378/full/8WR-CAB-DISPLAY-TO-HDMI-ADAPTER.jpg
II01407,C3906A,"GNR CON HP-TONER-C3906A",25.00,40,1,1,0,0.825,GNR,CON,TONER,#,,,,,"35 x 13 x 16","HP Laserjet Toner C3906A - 5L/6L/3100/3150 Catridge",https://images.auscomp.au/uploads/images/II01407/full/GNR-CON-HP-TONER-C3906A.jpg
II01322,CLI-8PC,"CAN CON CLI-8-Photo-Cyan",23.60,35,1,1,0,0.225,CAN,CON,INK,#,Canon,www.canon.com,,,"14 x 10 x 3","Canon CLI-8PC ,Photo Cyan Cartridge",https://images.auscomp.au//uploads/icecatimages/323950/323950-4280.jpg
II03668,S050187,"EPS CON S050187",131.00,187.33,1,1,0,0.3,EPS,CON,TONER,#,Epson,,,,"34 x 8 x 8","Epson S050187 ,YELLOW Developer Cartridge, 4000PG, AL-C1100/AL-CX11",https://images.auscomp.au//uploads/icecatimages/841361/841361-8202.jpg
II04713,C9351AA,"HPL CON 21-C9351AA-BLACK-AP",36.00,49.59,1,1,0,0.15,HPL,CON,INK,#,Hewlett-Packard,www.hp.com,,,,"HP C9351AA, 21 Black AP Inkjet Cartridge ",https://images.auscomp.au/uploads/images/II04713/full/HPL-CON-21-C9351AA-BLACK-AP.jpg
II03890,CLP-C350A/SEE,"SAM CON CYAN-CLP-C350A/SEE",72.00,105.82,1,1,0,0.225,SAM,CON,TONER,#,Samsung,www.samsung.com.au,,,"16 x 6 x 6","Samsung CLP-C350A/SEE, Toner For CLP-350N Cyan 2,000 Page Cyan Toner For CLP-350N ",https://images.auscomp.au//uploads/icecatimages/1278164/1278164_5529507912.jpg
II07596,CLP-K300A/SEE,"SAM CON CLP-K300A/SEE",72.00,104.39,2,2,0,0.225,SAM,CON,TONER,#,Samsung,www.samsung.com.au,,,"17 x 9 x 11","Samsung CLP-K300A/SEE, Toner For CLP-300/N/CLX-2160/N &amp; CLX-3160FN BLACK. CLP-300N/CLX-2160N/CLX-3160FN AVERAGE 2,000 PAGES @ ISO/IEC 19798",https://images.auscomp.au//uploads/icecatimages/18499599/18499599_3442364493.jpg
II06552,BP71GP20,"BRO CON PAPER-BP71GP20",7.00,10.01,20+,20+,0,0.075,BRO,CON,CON-PAPER,#,Brother,www.brother.com,,,"11 x 16 x 1","Brother BP71GP20, Premium Plus Glossy Photo Paper - 4x6"", 20 Sheets Per Pack",https://images.auscomp.au//uploads/icecatimages/1652737/1652737-961.jpg
II08514,ML-1710D3,"SAM CON ML-1710D3",91.00,130.13,1,1,0,0.75,SAM,CON,TONER,#,Samsung,www.samsung.com.au,,,"33 x 17 x 12","Samsung ML-1710D3, Genuine Toner",https://images.auscomp.au//uploads/icecatimages/14438217/14438217_3862.jpg
II08956,Q3971A,"HPL CON Q3971A-CYAN",72.00,85,1,1,0,0.5,HPL,CON,TONER,#,Hewlett-Packard,www.hp.com,,,,"HP Q3971A 71A Cyan Toner",https://images.auscomp.au/uploads/images/II08956/full/HPL-CON-Q3971A-CYAN.jpg
II17699,PGI9C,"CAN CON PGI9C",22.89,34.5,1,1,0,0.225,CAN,CON,INK,#,Canon,www.canon.com,,,"10 x 3 x 14","Canon PGI9C, PRO9500 MX7600 Cyan Ink Cart PGI9CIX7000",https://images.auscomp.au//uploads/icecatimages/25141386/25141386_6874632535.jpg
II06377,ML-D2850B-SEE,"SAM CON ML-D2850B-SEE",128.00,187.33,1,1,0,1.125,SAM,CON,TONER,#,Samsung,www.samsung.com.au,,,"29 x 38 x 12","Samsung  ML-D2850B-SEE,Toner Cartridge",https://images.auscomp.au//uploads/icecatimages/1309974/1309974_8345233841.jpg
II16520,E133C,"EPS CON E133-CYAN",15.50,22.17,1,1,0,0.038,EPS,CON,INK,#,Epson,,,,"11 x 9 x 2","Epson E133C, Cyan Ink Cartridge",https://images.auscomp.au/uploads/images/II16520/full/EPS-CON-E133-CYAN.jpg
II16539,CN054AA,"HPL CON 933XL-CN054AA-CYAN",33.50,51.86,1,1,0,0.225,HPL,CON,INK,#,Hewlett-Packard,www.hp.com,,,"10 x 3 x 13","HP CN054AA, 933XL Cyan Officejet Ink Cartridge ",https://images.auscomp.au/uploads/images/II16539/full/HPL-CON-933XL-CN054AA-CYAN.jpg
II15385,CLI651GY,"CAN CON CLI651GY",16.68,25.5,1,1,0,0.225,CAN,CON,INK,#,Canon,www.canon.com,,,"11 x 5 x 2","Canon CLI651GY ,Grey Ink Tank",https://images.auscomp.au//uploads/icecatimages/37611864/37611864_5771091146.jpg
II17700,PGI7BK,"CAN CON PGI7BK",23.94,35.5,1,1,0,0.225,CAN,CON,INK,#,Canon,www.canon.com,,,"10 x 3 x 14","Canon PGI7BK ,Black ink tank for MX7600 ",https://images.auscomp.au//uploads/icecatimages/278472/278472-9968.jpg
II20258,TN-2350,"BRO CON TN-2350",131.00,153.9,2,0,2,0.9,BRO,CON,TONER,#,Brother,www.brother.com,,,"37 x 18 x 12","Brother TN-2350, Toner Cartridge for HL-L2300D, HL-L2340DW, MFC-L2700DW, MFC-L2720DW, MFC-L2740DW (2,600 Yield)",https://images.auscomp.au/uploads/images/II20258/full/BRO-CON-TN-2350.jpg
II18879,LXI-150MXL,"LEX CON LXI-150MXL",30.00,42.9,1,1,0,0.038,LEX,CON,INK,#,Lexmark,,,,"10 x 3 x 14","Lexmark LXI-150MXL, 150XL Magenta Ink Cart ",https://images.auscomp.au/uploads/images/II18879/full/LEX-CON-LXI-150MXL.jpg
II18880,LXI-150CXL,"LEX CON LXI-150CXL",30.00,42.9,1,1,0,0.038,LEX,CON,INK,#,Lexmark,,,,"10 x 3 x 14","Lexmark LXI-150CXL, 150XL Cyan Ink Cart ",https://images.auscomp.au/uploads/images/II18880/full/LEX-CON-LXI-150CXL.jpg
II18881,LXI-150YXL,"LEX CON LXI-150YXL",30.00,42.9,1,1,0,0.038,LEX,CON,INK,#,Lexmark,,,,"10 x 3 x 14","Lexmark LXI-150YXL, 150XL Yellow Ink Cart ",https://images.auscomp.au/uploads/images/II18881/full/LEX-CON-LXI-150YXL.jpg
II21780,PGI650XLBK,"CAN CON PGI650XL-BLK",34.00,36.5,1,1,0,0.5,CAN,CON,INK,#,Canon,www.canon.com,,"1 Year",,"Canon PGI650XLBK, Pigment Black Extra Large Ink Tank, 1 Year",https://images.auscomp.au//uploads/icecatimages/37612038/37612038_4814223750.jpg
II21869,DR-2325,"BRO CON DR-2325",120.00,150,3,0,3,0.525,BRO,CON,CON-DRUM,#,Brother,www.brother.com,http://brother.com.au/products/consumables-accessories/consumable/dr-2325-detail,,,"Brother DR-2325, Drum Unit-Mono Laser to Suit HL-L2300D/L2340DW/L2365DW/2380DW/MFC-L2700DW/2703DW/2720DW/2740DW Support Upto 12,000 Pages",https://images.auscomp.au/uploads/images/II21869/full/BRO-CON-DR-2325.jpg
II21994,S041302,"EPS CON S041302-GLOSSY",4.00,5.72,1,1,0,0.3,EPS,CON,CON-PAPER,#,Epson,www.epson.com,,,"9 x 9 x 12","Epson S041302, Premium Glossy Photo Paper for Inkjet 4"" x 26""",https://images.auscomp.au//uploads/icecatimages/1069113/1069113-8049.jpg
II23389,CLI671XLC,"CAN CON CLI671XLC",22.24,30.91,1,1,0,0.225,CAN,CON,INK,#,Canon,www.canon.com,,,"11 x 5 x 2","Canon CLI671XLC, High Capacity Cyan Ink Tank to suit MG5760, MG6860, MG7760 ",https://images.auscomp.au/uploads/images/II23389/full/CAN-CON-CLI671XLC.jpg
II26587,LC-239XLBK,"BRO CON LC-239XLBK",55.75,65,2,2,0,0.225,BRO,CON,INK,#,Brother,www.brother.com,,,"12 x 10 x 4","Brother LC-239XLBK, Black Ink Cartridge Extra High Yield Black Ink Cartridge To Suite DCP-J4120DW, MFC-J4620DW, MFC-J5720DW",https://images.auscomp.au/uploads/images/II26587/full/BRO-CON-LC-239XLBK.jpg
II29651,R407722,"RIC CON R407722-SPC252-MAGENTA",164.59,212.3,2,2,0,0.225,RIC,CON,INK,#,Ricoh,,,,,"Ricoh R407722, 407722 Print Cartridge Magenta SP C252HS SPC252DN SPC252SF SPC262",https://images.auscomp.au/uploads/images/II29651/full/RIC-CON-R407722-SPC252-MAGENTA.jpg
II28953,TN-2450,"BRO CON TN-2450",131.00,154.82,2,0,2,0.9,BRO,CON,TONER,#,Brother,www.brother.com.au,,"1 Year","36 x 12 x 17","Brother TN-2450, Mono Laser Black Toner suits HL-2350 / 2730 / 2750, 3000 Pages, 1 Year Warranty",https://images.auscomp.au/uploads/images/II28953/full/BRO-CON-TN-2450.jpg
II06864,SC-KM02-BK-3.5,"SCY FAN KAZEMASTER-ACE-BLK-3.5",50.00,66,2,2,0,0.23,SCY,FAN,FAN-ACC,FAN-240MM,Scythe,,,"1 Year","14 x 6 x 17","Scythe SC-KM02-BK-3.5, Kaze Master Ace Black 3.5"",  1 Year",https://images.auscomp.au/uploads/images/II06864/full/SCY-FAN-KAZEMASTER-ACE-BLK-35.jpg
II06865,SC-KST01-BK-3.5,"SCY FAN KAZE-STATION-3.5-BLK",26.00,37.5,1,1,0,0.3,SCY,FAN,FAN-ACC,FAN-240MM,Scythe,,,"1 Year","14 x 6 x 17","Scythe SC-KST01-BK-3.5, Kaze Station 3.5"" Black Fan Controller, 1 Year",https://images.auscomp.au/uploads/images/II06865/full/SCY-FAN-KAZE-STATION-35-BLK.jpg
II06936,IFX-14BP,"THR FAN IFX-14BP",80.50,89.5,2,2,0,1.05,THR,FAN,CPU-COOLER,FAN-120MM,Thermaltake,,,,"17 x 17 x 24","Thermaltake IFX-14, Intel BP CPU Cooler [IFX-14BP] supports Intel 1366 / 775 Socket",https://images.auscomp.au/uploads/images/II06936/full/THR-FAN-IFX-14BP.jpg
II08753,XFAN80,"DPC FAN XFAN80",3.75,6,7,7,0,0.55,DPC,FAN,CASEFAN,FAN-80MM,Deepcool,www.deepcool.com,,"1 Year","9 x 3 x 11","DeepCool XFAN80, Size: 80mm, Noise: 20.3 dBA,1 Years Warranty ",https://images.auscomp.au/uploads/images/II08753/full/DPC-FAN-XFAN80.jpg
II25173,CL-W064-CU16BL-A,"THM ACC PACIFIC-G1/4-PETG-TUBE-ADAPTER-BLK",6.00,9,3,3,0,0.038,THM,FAN,LIQUID-COOLING-PARTS,#,Thermaltake,www.thermaltake.com.au,http://www.thermaltake.com/products-model_Specification.aspx?id=C_00002675,"2 Year","7 x 7 x 3","Thermaltake CL-W064-CU16BL-A, Pacific G1/4 PETG Tube 5/8” (16mm) OD Adapter, Black, 2 Years",https://images.auscomp.au//uploads/icecatimages/35217497/35217497_3468654463.jpg
II28495,CL-W098-CA00SL-A,"THM FAN PACIFIC-PETG-45-DEG-DUAL-CHROME",15.75,20,5,5,0,0.075,THM,FAN,LIQUID-COOLING-PARTS,FAN-240MM,Thermaltake,,,,"7 x 7 x 3","Thermaltake CL-W098-CA00SL-A , Pacific G1/4  PETG Tube  45deg Dual Compression 16mm OD – Chrome, 1 Year",https://images.auscomp.au//uploads/icecatimages/37343947/37343947_3918254429.jpg
II27915,CL-W137-CU00TR-A,"THM ACC PACIFIC-V-GTX10-WATER-BLOCK",151.00,215.93,1,1,0,1.2,THM,FAN,VGA-COOLER,FAN-240MM,Thermaltake,www.thermaltake.com.au,,"2 Year","30 x 6 x 19","Thermaltake CL-W137-CU00TR-A, Pacific V-GTX 10 Series Transparent VGA Water Block, 2 Years",https://images.auscomp.au//uploads/icecatimages/36328688/36328688_5311680697.jpg
II28897,CL-W187-PL00SW-A,"THM FAN PACIFIC-PR22-D5-PLUS-RES/PUMP-COMBO",251.00,299,1,1,0,0.1,THM,FAN,LIQUID-COOLING-PARTS,FAN-240MM,Thermaltake,www.thermaltake.com.au,https://reseller.thermaltake.com.au/index.php?route=product/product&product_id=630&search=W187-PL00SW-A,"2 Year",,"Thermaltake  CL-W187-PL00SW-A, Pacific PR22-D5 Plus Reservoir/Pump Combo with RGB LED software, 2 Years",https://images.auscomp.au//uploads/icecatimages/38073782/38073782_2928617898.jpg
II29842,CL-N013-PL12BL-A,"THM FAN NB-MASSIVE-A23",24.50,35,20+,20+,0,0.68,THM,FAN,NOTEBOOK,FAN-240MM,Thermaltake,http://www.thermaltake.com.au/,http://www.thermaltake.com/products-model.aspx?id=C_00002888,"2 Year","37 x 4 x 27","Thermaltake CL-N013-PL12BL-A, Massive A23 Notebook Cooler, Suitable for 16"" Gaming Notebooks,  Noise: 28 dBA, Air Flow: 38 CFM, Speed: 1200±10%RPM, 2 Years",https://images.auscomp.au//uploads/icecatimages/32502290/32502290_4340.jpg
II28083,CL-N004-PL20BL-A,"THM FAN NB-MASSIVE-V20",31.50,45,6,6,0,0.75,THM,FAN,NOTEBOOK,FAN-240MM,Thermaltake,www.thermaltake.com.au,,"2 Year",,"Thermaltake CL-N004-PL20BL-A, Massive V20 17"" Notebook Cooler, LED Light and Fan Speed Control, Noise: 31.7 dBA, Airflow: 70.38 CFM, Speed: 600~800 R.P.M, 2 Years",https://images.auscomp.au//uploads/icecatimages/21748930/21748930-93.jpg
II01501,XEON-3040,"INT CPU XEON-3040-1.86",250.00,357.5,1,1,0,0.5,INT,CPU,XEON,INT-DUALCORE,Intel,www.intel.com.au,,"3 Year","17 x 10 x 15","Intel Xeon-3040, 2 Cores, LGA775 Socket, 2 Cores, 2 Threads, Base: 1.86 Ghz, 2 MB Cache, TDP: 65W, 3 Years Warranty",https://images.auscomp.au/uploads/images/II01501/full/1752466529.jpg
II23138,GH24NSD1,"LGE DRW SATA-GH24NSD1",23.50,49,20+,20+,0,0.45,LGE,DRW,INTERNAL,DESKTOP,"LG Electronics",www.lg.com,,"1 Year","15 x 18 x 4","LG GH24NSD1, 24X+-DL DVDR/RW OEM Burner Black SATA Drive, Cyberlink, 1 Year",https://images.auscomp.au//uploads/icecatimages/29798446/29798446_9096360237.jpg
II04566,MG-800HD,"MDG ENC MG-800HD",329.00,369,1,1,0,1.65,MDG,ENC,ENC-MEDIAPLAYER,ENC-SATA,,,,,"30 x 14 x 23","Mediagate HD Media Player – HDMI, 1080P, Wireless N, BT Client [MG-800HD]",https://images.auscomp.au/uploads/images/II04566/full/MDG-ENC-MG-800HD.jpg
II13303,TG064G0SD3FX,"TEM MEM SD-64GB-UHS-1",77.00,111.54,1,1,0,0.075,TEM,FLS,FLS-SD,FLS-64,"Team Group",www.teamgroup.com.tw,,Lifetime,"12 x 12 x 2","Team TG064G0SD3FX,64GB SDXC UHS-1 64GB SD Card, Read Speed: 40MB/s, Write Speed : 15MB/s, 7 Years",https://images.auscomp.au//uploads/icecatimages/14862893/14862893-202.jpg
II29729,SP128GBSTXBU1V20SP,"SIP MEM MICROSD-128GB-SP128GBSTXBU1V20SP",44.50,64.35,1,1,0,0.075,SIP,FLS,FLS-MICROSD,FLS-128,Silicon-Power,,,"Limited Lifetime","12 x 12 x 2","Silicon-Power SP128GBSTXBU1V20SP, 128GB Micro SD, Read Speed: 85MB/s, UHS-1, Class 10, Colour Packaging, Limited Lifetime",https://images.auscomp.au/uploads/images/II29729/full/1668139995.jpg
II17566,F3670-L100,"FUJ HDD SATA-1TB-F3670-L100",234.00,343.2,1,1,0,1.5,FUJ,HDD,HDD-3.5,HDD-STD,Fujistu,www.fujitsu.com,,"1 Year","15 x 10 x 3","Fujitsu 1TB, F3670-L100, 3.5"" Sata 6GB/s,  7.2K , 1 Year",https://images.auscomp.au//uploads/icecatimages/13544511/13544511-6056.jpg
II17090,WD2003FZEX,"WDD HDD SATA-2TB-WD2003FZEX",185.00,299,5,5,0,1.5,WDD,HDD,HDD-3.5,HDD-STD,"Western Digital",www.westerndigital.com,,"5 Year","15 x 10 x 3","Western Digital WD2003FZEX, Black, 2TB,  3.5"", SATA 6Gb/s, 7200 RPM, 64 MB Cache, 5 Year Warranty",https://images.auscomp.au//uploads/icecatimages/19847394/19847394_7458752097.jpg
II27949,ST4000DM004,"SGT HDD SATA-4TB-ST4000DM004",139.50,259,20+,20+,0,1.5,SGT,HDD,HDD-3.5,HDD-STD,Seagate,www.seagate.com,http://www.seagate.com/in/en/internal-hard-drives/hdd/barracuda/#specs-3-5,"3 Year","10 x 15 x 3","Seagate ST4000DM004, Barracuda, 4TB, 3.5"", SATA 6Gb/s, 5400RPM, 256MB Cache, 3 Year Warranty",https://images.auscomp.au//uploads/icecatimages/36168994/36168994_0005432409.jpg
II11521,HDS-M&MS,"AUS HDS EARPHONE-M&MS",4.00,8,14,14,0,0.038,AUS,HDS,HEADSET-WIRED,HEADSET-STANDARD,,,,,"15 x 4 x 4","Novelty Earphones - M&amp;Ms Design, Mixed Colours",https://images.auscomp.au/uploads/images/II11521/full/AUS-HDS-EARPHONE-MMS.jpg
