Category,"Category Id","Manufacture Code","Product Name","Product Code","Manufacture Name","Short Description","Unit Measure",Weight,"Stock Qty",ExTax,IncTax,GTIN,RRP,Specification,Overview,Image
"120mm Case Fan",4421,F120-RED,"Axceltek F120-RED 120mm Red Led Fan",CSF120-RED,Axceltek,"Axceltek F120-RED 120mm Red Led Fan",Unit,0.5,157,8,8.8,,19.00,,"
	Axceltek F120-RED 120mm Red Led Fan

	Axceltek F120-RED120mm fan is the perfect choice to add style &amp; lighting to your gaming build!&nbsp; &nbsp;

	&nbsp;

	5V ARGB header

	Allows you to connect &amp; synchronise lighting to the rest of your system (with compatible ARGB motherboard only)

	&nbsp;

	Padded Design to Reduce Vibration

	Soft rubber padding to reduce vibration while in operation.

	&nbsp;

	&nbsp;

	Specifications:

	
		
			
				Model
			
				F120-RED
		
		
			
				Lighting:
			
				Red LED
		
		
			
				Dimension:
			
				120x120x25 mm
		
		
			
				Bearing Type:
			
				Hydro Bearing
		
		
			
				Air Flow:
			
				34.34 CFM
		
		
			
				Fan Speed:
			
				1200-1500 RPM
		
		
			
				Connectors:
			
				4 Pin Molex+ 3Pin
		
		
			
				Starting Voltage:
			
				DC 5V
		
		
			
				Voltage Rating:
			
				DC 12V (Fan)
				DC 5V (LED)
		
		
			
				Input wattage:
			
				5.2W
		
		
			
				Noise Level:
			
				25 dBA
		
		
			
				Expected Life:
			
				40,000 Hours
		
		
			
				Warranty:
			
				1 Year
		
	


	&nbsp;

	&nbsp;

	&nbsp;

	&nbsp;

	&nbsp;
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_784433461599526080.jpg
"120mm Case Fan",4421,F120-WHT,"Axceltek F120-WHT 120mm White Led Fan",CSF120-WHT,Axceltek,"Axceltek F120-WHT 120mm White Led Fan. Molex & 3 Pin connector.  Retail box.",Unit,0.5,142,8,8.8,,19.00,,"
	Axceltek F120-WHT 120mm White Led Fan

	Axceltek F120-WHT120mm fan is the perfect choice to add style &amp; lighting to your gaming build!&nbsp; &nbsp;

	&nbsp;

	5V ARGB header

	Allows you to connect &amp; synchronise lighting to the rest of your system (with compatible ARGB motherboard only)

	&nbsp;

	Padded Design to Reduce Vibration

	Soft rubber padding to reduce vibration while in operation.

	&nbsp;

	&nbsp;

	Specifications:

	
		
			
				Model
			
				F120-WHT
		
		
			
				Lighting:
			
				Blue LED
		
		
			
				Dimension:
			
				120x120x25 mm
		
		
			
				Bearing Type:
			
				Hydro Bearing
		
		
			
				Air Flow:
			
				34.34 CFM
		
		
			
				Fan Speed:
			
				1200-1500 RPM
		
		
			
				Connectors:
			
				4 Pin Molex+ 3Pin
		
		
			
				Starting Voltage:
			
				DC 5V
		
		
			
				Voltage Rating:
			
				DC 12V (Fan)
				DC 5V (LED)
		
		
			
				Input wattage:
			
				5.2W
		
		
			
				Noise Level:
			
				25 dBA
		
		
			
				Expected Life:
			
				40,000 Hours
		
		
			
				Warranty:
			
				1 Year
		
	


	&nbsp;

	&nbsp;

	&nbsp;
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_3002488991599526095.jpg
"120mm Case Fan",4421,"Storm 120","Antec Storm 120 PWM 120mm case Fan ",CSF120AS120,Antec,"Antec Storm 120mm PWM FDB Fan, High Airflow 66.56 CFM, Air Pressure 2.7, Noise Level 25.8. Woven Cable, PMW Daisy Chain design, 3 Yrs Warranty",Unit,0.5,5,8,8.8,0761345740371,35.00,,"Antec Storm 120mm PWM FDB Fan, High Airflow 66.56 CFM, Air Pressure 2.7, Noise Level 25.8. Woven Cable, PMW Daisy Chain design, 3 Yrs Warranty",
"120mm Case Fan",4421,"TUF TR120 ARGB FAN 3 PACK WHITE","Asus TUF TR120 ARGB FAN 3 PACK WHITE 120mm Fans",CSF120ATR120R3W,Asus,"Asus TUF TR120 ARGB FAN 3 PACK WHITE 120mm Fans",Unit,2,22,79,86.9,NULL,,,"
	Asus TUF TR120 ARGB FAN 3 PACK WHITE 120mm Fans

	TUF GAMING TR120 ARGB

	This case fan stands out with its extra-thick 28mm fan frame, and it is meticulously crafted to provide optimal static pressure and airflow, ensuring heightened cooling performance. Its double-layered LED array and flexible side patterns, synchronized through Aura Sync, are tailor-made for your panoramic chassis or radiators. TUF Gaming TR120 ARGB offers dual colors and orientations, giving you the versatility to master both cooling efficiency and style for your gaming rigs.

	Enhanced static pressure and airflow
	Robust 28mm fan frame
	Frame with flexible side patterns
	THICKER FRAME FOR HIGHER PERFORMANCE

	Featuring an extra-thick 28mm fan frame, the TUF Gaming TR120 ARGB case fan establishes a robust foundation, ensuring the delivery of optimal cooling performance.

	OPTIMIZED COOLING PERFORMANCE

	TUF Gaming TR120 ARGB is meticulously optimized, boasting an impressive 3.3 mmH2O static pressure and a class-leading airflow of 77.4 CFM. Crafted to excel in both chassis and radiator applications, it sets a new standard for cooling performance.

	PWM FAN EFFICIENCY | PQ Curve

	Under the same noise performance, TUF Gaming TR120 ARGB ensures higher PQ optimization and better heat outtake efficiency in ASUS gaming case.

	PWM Curve

	PWM support offers precise fan control via a wide speed adjustment range of 0 to 2000 RPM. You can select silent operation for lighter loads and maximum airflow for more demanding activity.

	CRAFT YOUR UNIQUE STYLE | DOUBLE-LAYER LED ARRAY

	The TR120 features an addressable double-layer LED array that emits light evenly through each fan blade, leaving ordinary RGB fans looking washed out.

	DUO SIDE PATTERNS

	Incorporated with dual side lighting patterns, this feature allows for a diverse range of captivating visual displays through versatile arrangements.

	DUO COLORS &amp; ORIENTATIONS

	The TR120 ARGB is available in both black and white color options, as well as in standard and reverse versions. This versatility enables you to craft your gaming build with a personalized aesthetic while ensuring optimal cooling performance.

	STANDARD BLADE
	REVERSE BLADE
	MAXED COOLING, BOLD LOOKS

	With standard and reverse fans, your PC build can have maximum airflow and present better ARGB lighting without aesthetic compromises.

	Higher cooling performance with an extra-thick 28mm fan frame
	Class-leading static pressure at 3.3mm H2O with high airflow
	Exclusive double-layer LED Matrix design with individual 16 Addressable RGB LEDs
	Personalized aesthetics with a flexible side pattern on the frame
	PWM control with an ultra-wide RPM range that allows optimal cooling for all types of workloads
	Aura Sync compatibility that lets you coordinate colors and lighting effects with a huge range of hardware
	Available in black and white and in standard and reverse orientation to suit a variety of PC builds
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_9598080641741219047.jpg
"120mm Case Fan",4421,"TUF TR120 ARGB REVERSE FAN","Asus TUF TR120 ARGB REVERSE FAN Black 120mm fan",CSF120ATR120R-B,Asus,"Asus TUF Gaming TR120 REVERSE BLACK 120mm fan",Unit,0.5,0,29,31.9,NULL,,,"Asus TUF Gaming TR120 REVERSE BLACK 120mm fan",
"120mm Case Fan",4421,"TUF TR120 ARGB REVERSE FAN WHITE","Asus TUF TR120 ARGB REVERSE FAN WHITE 120mm fan ",CSF120ATR120R-W,Asus,"Asus TUF TR120 ARGB REVERSE FAN WHITE 120mm fan ",Unit,0.5,29,29,31.9,NULL,,,"Asus TUF TR120 ARGB REVERSE FAN WHITE 120mm fan ",
"140mm Case Fan",4422,CF-D14HB-G,"COUGAR CF-D14HB-G 140mm GREEN LED Hydraulic Bearing Case Fan",CSF140D14HB-G,Cougar,"COUGAR CF-D14HB-G 140mm GREEN LED Hydraulic Bearing Case Fan.  Anti-Vibration pad, 3 pin or molex.",Unit,0.5,1,10,11,00871520003150,25.00,"
	
		
			
				
					Model
			
			
				
					CF-D14HB-G
			
			
				
					CF-D12HB-G
			
		
		
			
				
					Marketing name
			
			
				
					CFD140 GREEN LED Fan
			
			
				
					CFD120 GREEN LED Fan
			
		
		
			
				
					Dimensions
			
			
				
					140 x 140 x 25mm
			
			
				
					120 x 120 x 25mm
			
		
		
			
				
					Speed
			
			
				
					1000R.P.M
			
			
				
					1200R.P.M
			
		
		
			
				
					Air flow @ 12V (CFM, m3/h)
			
			
				
					73.18 / 124.4
			
			
				
					64.37 / 109.42
			
		
		
			
				
					Air pressure @ 12V (mm H2O)
			
			
				
					1.4
			
			
				
					1.74
			
		
		
			
				
					Noise
			
			
				
					18dB(A)
			
			
				
					16.6dB(A)
			
		
		
			
				
					Bearing type
			
			
				
					HB (Hydraulic-Bearing)
			
			
				
					HB (Hydraulic-Bearing)
			
		
		
			
				
					Connector
			
			
				
					3pin
			
			
				
					3pin
			
		
		
			
				
					Cable length
			
			
				
					450mm
			
			
				
					450mm
			
		
		
			
				
					Accessories
			
			
				
					3 to 4pin adapter
			
			
				
					3 to 4pin adapter
			
		
		
			
				
					Tool-less fixed pins
			
			
				
					Tool-less fixed pins
			
		
		
			
				
					Fan screws
			
			
				
					Fan screws
				
					&nbsp;
			
		
	


	&nbsp;
","
	

	DUAL-LAYER RIGID BLADE DESIGN
	Nine dual-layer rigid blades generate more powerful airflow, air pressure &amp; decrease wind shear noise
	&nbsp;

	COUGAR DIVERSION CLAWS DESIGN
	Innovative COUGAR diversion claws to provide focused airflow &amp; reduce noisy air turbulences
	&nbsp;

	ANTI-VIBRATION PAD DESIGN
	Reduce the vibrations efficiently &amp; silent operation.
	&nbsp;

	LED LIGHT VISUAL DESIGN
	BLUE LED with transparent blue blade generates energetic visual effect
	&nbsp;

	HYDRAULIC BEARING TECHNOLOGY
	HB runs more smoothly with no friction, make it quietly &amp; durability
	&nbsp;

	TOOL-LESS FIXED PINS
	Rubber fixed pins also reduces vibrations (fan run more quietly) and tool-less makes it easy to mount, with no tools required

	&nbsp;

	&nbsp;

	Dual-Layer Rigid Blade Design

	

	
	COUGAR Diversion Claws Design

	

	
	Hydraulic-Bearing Technology
	

	
	Powerful airflow &amp; Extreme silence
	

	
	
	Best P-Q performance

	
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_5882003841422968020.jpg
"17"" to 20"" Monitor",1630,16B1P3300,"Philips 16B1P3300 PORTABLE 15.6"" FHD IPS USB-C Monitor",MOP16B1P3300,Philips,"Philips 16B1P3300 PORTABLE 15.6"" FHD IPS USB-C Monitor ",Box,6,0,270,297,08712581784980,399.00,,"
	Philips 16B1P3300 PORTABLE 15.6&quot; FHD IPS USB-C Monitor
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_3100118451665123065.jpg
"17"" to 20"" Monitor",1630,16T10,"AOC 16T10 15.6"" IPS USB-C Business Mobile Monitor Speaker",MOAO16T10,AOC,"AOC 16T10 15.6"" IPS USB-C Business Mobile Monitor Speaker",Box,8,2,163,179.3,06973985232398,229.00,,"
	AOC 16T10 15.6&quot; IPS USB-C Business Mobile Monitor Speaker
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_347919541734573494.jpg
"17"" to 20"" Monitor",1630,MB16AWP,"Asus MB16AWP Wireless Portable monitor Battery embedded",MOAMB16AWP,Asus,"Asus MB16AWP Wireless Portable monitor Battery embedded",Box,8,0,609,669.9,00195553385121,823.90,,"
	Asus MB16AWP Wireless Portable monitor Battery embedded

	
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_3888053871659052337.jpg
"17"" to 20"" Monitor",1630,"PRO MP161","MSI PRO MP161 E2U 15.6inch FHD IPS Portable Monitor",MOMMP161-E2,MSI,"MSI PRO MP161 E2U 15.6inch FHD IPS Portable Monitor",Box,10,0,185,203.5,NULL,279.00,,"
	MSI PRO MP161 E2U 15.6inch FHD IPS Portable Monitor
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_9597715211742518198.jpg
"17"" to 20"" Monitor",1630,"PRO MP165 E6","MSI PRO MP165 E6 Black,15.6"" IPS Portable Monitor - 2*USB-C, Mini HDMI, Speakers",MOMMP165-E6,MSI,"MSI PRO MP165 E6 Black,15.6"" IPS Portable Monitor - 2*USB-C, Mini HDMI, Speakers",Box,10,0,126,138.6,NULL,,,"
	MSI PRO MP165 E6 Black,15.6&quot; IPS Portable Monitor - 2*USB-C, Mini HDMI, Speakers
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_3692416921756859937.png
"17"" to 20"" Monitor",1630,XG17AHP,"Asus XG17AHP ROG Strix 17.3"" 240Hz Portable Gaming Monitor",MOAXG17AHP,Asus,"Asus XG17AHP ROG Strix 17.3"" 240Hz Portable Gaming Monitor",Box,12,0,859,944.9,04718017544153,1339.00,,"
	Asus XG17AHP ROG Strix 17.3&quot; 240Hz Portable Gaming Monitor
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_972771891606446229.jpg
"2.0 Speakers",1510,31730027400,"Genius SP-Q160 Grey/Black 3.5mm 6W 2.0 USB powered Speaker",SPKGSP-Q160G,Genius,"Genius SP-Q160 Grey/Black 3.5mm 6W 2.0 USB powered Speaker",Unit,2,147,14,15.4,00091163257110,29.00,,"
	Genius SP-Q160 Grey/Black 3.5mm 6W 2.0 USB powered Speaker

	&nbsp;
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_6859805721588229149.jpg
"2.0 Speakers",1510,31730027400x5,"(Bundle) 5x Genius SP-Q160 Grey/Black USB 2.0 speaker",SPKGSP-Q160GX5,Genius,"(Bundle) 5x Genius SP-Q160 Grey/Black USB 2.0 speaker",Unit,6,0,49,53.9,,,,"
	(Bundle) 5x Genius SP-Q160 Grey/Black USB 2.0 speaker
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_3599852721686788383.jpg
"2.0 Speakers",1510,31730027401,"Genius SP-Q160 Red/Black 3.5mm 2.0 USB powered Speaker",SPKGSP-Q160R,Genius,"Genius SP-Q160 Red/Black 3.5mm 2.0 USB powered Speaker",Unit,2,139,14,15.4,04710268257127,29.00,,"
	Genius SP-Q160 Red/Black 3.5mm 2.0 USB powered Speaker

	&nbsp;
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_7160164381588228902.jpg
"2.0 Speakers",1510,980-000850,"Logitech Z200 USB Power Speaker 2.0  980-000850 ",SPKLZ200,Logitech,"LOGITECH Z200 Multimedia Speakers- Midnight Black",Unit,1,0,66,72.6,00097855100528,109.00,"
	
		
			
				&nbsp;
		
	

","
	LOGITECH Z200 Multimedia Speakers- Midnight Black
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_3420297181652420601.jpg
"2.0 Speakers",1510,980-000862,"Logitech Z150 USB 2.0 Speaker 980-000862",SPKLZ150,Logitech,"LOGITECH Z150 Multimedia Speakers- Midnight Black",Unit,1,0,40,44,04344744389219,79.00,"
	
		
			
				Audio
		
		
			
				PMPO Output Power:
			
				6 W&nbsp;
		
		
			
				Speaker Configuration:
			
				2.0&nbsp;
		
	


	
		
			
				Basic
		
		
			
				Brand Name:
			
				Logitech&nbsp;
		
		
			
				Colour:
			
				Midnight Black&nbsp;
		
		
			
				Manufacturer:
			
				Logitech&nbsp;
		
		
			
				PMPO Output Power:
			
				6 W&nbsp;
		
		
			
				Product Type:
			
				Speaker System&nbsp;
		
		
			
				Speaker Configuration:
			
				2.0&nbsp;
		
	


	
		
			
				Controls/Indicators
		
		
			
				Controls:
			
				Power&nbsp;
		
		
			
				&nbsp;
			
				Volume&nbsp;
		
	


	
		
			
				General Information
		
		
			
				Brand Name:
			
				Logitech&nbsp;
		
		
			
				Manufacturer Part Number:
			
				980-000862&nbsp;
		
		
			
				Manufacturer Website Address:
			
				http://www.logitech.com/en-au
		
		
			
				Manufacturer:
			
				Logitech&nbsp;
		
		
			
				Packaged Quantity:
			
				2&nbsp;
		
		
			
				Product Model:
			
				Z150&nbsp;
		
		
			
				Product Name:
			
				Multimedia Speakers Z150&nbsp;
		
		
			
				Product Type:
			
				Speaker System&nbsp;
		
	


	
		
			
				Interfaces/Ports
		
		
			
				Headphone:
			
				Yes&nbsp;
		
		
			
				Number of Analog Audio Inputs:
			
				1&nbsp;
		
		
			
				Number of Analog Audio Outputs:
			
				1&nbsp;
		
	


	
		
			
				Miscellaneous
		
		
			
				Compatibility:
			
				
					
						Computer
					
						Smartphone
					
						Tablet
					
						MP3 Player
				
			
		
		
			
				Package Contents:
			
				
					
						Multimedia Speakers Z150
					
						Power Supply
					
						User Documentation
				
			
		
	


	
		
			
				Physical Characteristics
		
		
			
				Colour:
			
				Midnight Black&nbsp;
		
		
			
				Depth:
			
				7.6 cm&nbsp;
		
		
			
				Height:
			
				15.2 cm&nbsp;
		
		
			
				Weight (Approximate):
			
				583 g&nbsp;
		
		
			
				Width:
			
				8.5 cm&nbsp;
		
	


	
		
			
				Technical Information
		
		
			
				Features:
			
				LED Indicator&nbsp;
		
	


	
		
			
				Warranty
		
		
			
				Limited Warranty:
			
				2 Year
		
	


	&nbsp;
","
	LOGITECH Z150 Multimedia Speakers- Midnight Black

	
		&nbsp;
	
		Twin 2.0 dual input multimedia speakers allow 6 watts peak power and deliver clear stereo sound.
	
		&nbsp;

",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_5543415861564364428.jpg
"2.1 Speakers",1520,980-000944,"Logitech Z213  2.1 SPEAKER (7W)",SPKLZ213,Logitech,"LOGITECH Z213  2.1 SPEAKER (7W)",Unit,6,0,66,72.6,00097855106728,129.00,,"
	LOGITECH Z213&nbsp; 2.1 SPEAKER (7W)
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_9320992981653283467.jpg
"2.5"" HDD",740,WD20SPZX,"WD WD20SPZX 2TB Blue 2.5"" SATA HDD",HDNW2SPZX,WD,"WD WD20SPZX 2TB Blue 2.5"" SATA HDD",Unit,0.5,0,143,157.3,00718037847405,159.00,"
	GENERAL

	Capacity: 2 TB

	Interface: SATA 6Gb/s

	Buffer Size: 128 MB

	Weight: 3.17 oz

	Manufacturer: Western Digital Corp.

	&nbsp;

	&nbsp;

	INTERFACE PROVIDED

	Qty: 1

	Connector Type: 7 pin Serial ATA

	Storage Interface: Serial ATA-600

	&nbsp;

	&nbsp;

	HARD DRIVE

	Form Factor: 2.5&quot;

	Spindle Speed: 5400 rpm

	Features: Advanced Format technology, NoTouch ramp load technology

	Hard Drive Type: internal hard drive

	Form Factor (Short): 2.5&quot;

	Form Factor (metric): 6.4 cm

	Form Factor (Short) (metric): 6.4 cm

	Storage Interface: Serial ATA-600

	Interface: Serial ATA-600

	Data Transfer Rate: 600 MBps

	Buffer Size: 128 MB

	Non-Recoverable Errors: 1 per 10^14

	Start / Stop Cycles: 600000

	&nbsp;

	&nbsp;

	EXPANSION &amp; CONNECTIVITY

	Interfaces: 1 x SATA 6 Gb/s - 7 pin Serial ATA

	&nbsp;

	&nbsp;

	PERFORMANCE

	Drive Transfer Rate: 600 MBps (external)

	Spindle Speed: 5400 rpm

	&nbsp;

	&nbsp;

	SOFTWARE &amp; SYSTEM REQUIREMENTS

	Software Included: Acronis True Image WD Edition

	&nbsp;

	&nbsp;

	ENVIRONMENTAL PARAMETERS

	Min Storage Temperature: -40 &deg;F

	Max Storage Temperature: 149 &deg;F

	Min Operating Temperature: 32 &deg;F

	Max Operating Temperature: 140 &deg;F

	&nbsp;

	&nbsp;

	STORAGE HARD DRIVE

	Compliant Standards: S.M.A.R.T.

	&nbsp;

	&nbsp;

	HEADER

	Brand: WD

	Product Line: WD Blue

	Model: WD20SPZX

	Packaged Quantity: 1

	&nbsp;

	&nbsp;

	DIMENSIONS &amp; WEIGHT

	Width: 2.7 in

	Depth: 3.9 in

	Height: 0.3 in

	Weight: 3.17 oz

	&nbsp;

	&nbsp;

	POWER CONSUMPTION

	Mode: idle, read/write, sleep, standby

	Value: 0.1 Watt, 0.5 Watt, 1.7 Watt

	&nbsp;

	&nbsp;

	SOFTWARE

	Type: Acronis True Image WD Edition

	&nbsp;

	&nbsp;

	SERVICE &amp; SUPPORT

	Type: 2 years warranty

	&nbsp;

	&nbsp;

	SERVICE &amp; SUPPORT DETAILS

	Type: limited warranty

	Full Contract Period: 2 years

	&nbsp;

	&nbsp;

	RELIABILITY

	Start / Stop Cycles: 600,000

	Non-Recoverable Errors: 1 per 10^14

	&nbsp;

	&nbsp;

	GENERAL

	Manufacturer: Western Digital Corp.
","
	FOR EVERYDAY COMPUTING WHILE ON THE GO

	&nbsp;

	Built to WD&rsquo;s high standards of quality and reliability, WD Blue mobile hard drives offer the features that are ideal for your everyday mobile computing needs.&nbsp;

	&nbsp;

	A Modern Classic

	Designed and manufactured with technology found in WD&rsquo;s original award-winning desktop and mobile hard drives.

	&nbsp;

	Every Drive Has a Purpose

	Available in a broad range of entry-level capacities, cache sizes, form factors and interfaces.

	&nbsp;

	Tested in Our Lab for Compatibility

	We test hundreds of systems, configurations, and a multitude of platforms to give customers confidence in our drives.

	&nbsp;

	&nbsp;

	
		AS MUCH STORAGE AS POSSIBLE FOR YOUR LAPTOP
	
		&nbsp;
	
		With the highest possible aerial density inside the thinnest space, the WD Blue mobile hard drives add as much capacity as possible to your laptop PC.
	
		&nbsp;
	
		&nbsp;
	
		&nbsp;
	
		
			STATE OF THE ART DESIGN
		
			&nbsp;
		
			Designed with strong aluminum materials and a hard Tied-Shaft motor, which increases drive pinch strength as much as 30 percent. These features allow for a more rigid structure without degrading performance or increasing power consumption.
	

",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_6827847801521167440.jpg.imgw.1000.1000.jpg
